"X1.5" "X1" "X2" "X3" "X4"
1.5 0.5 1.5 2.5 3.5
-27.3991619979685 0.5 1.6060430391936 2.5 3.5
-24.5688843390158 0.5 1.6060430391936 2.5 3.5
-29.9330725125477 0.5 1.6060430391936 2.5 3.5
-12.9787927569281 0.534386456680412 1.62360710379743 2.49810652036792 3.5
6.30960960842113 0.576499471212107 1.62360710379743 2.49810652036792 3.45490694019341
-31.0306857283773 0.576499471212107 1.62360710379743 2.49810652036792 3.45490694019341
-0.435244845758753 0.576499471212107 1.60812386413739 2.49810652036792 3.45490694019341
0.602487790588281 0.5998382054202 1.60812386413739 2.47732330882459 3.44564555900877
-11.1655634558182 0.5998382054202 1.60812386413739 2.47732330882459 3.44564555900877
4.63175859471951 0.615948052640367 1.63752946520774 2.54798262315935 3.40744029971102
0.921187309379353 0.627378952514981 1.63752946520774 2.51026513294932 3.36776550803414
-7.49119535748015 0.627378952514981 1.63752946520774 2.44847331360372 3.36776550803414
-3.24086591142024 0.640482717771923 1.63752946520774 2.44847331360372 3.36776550803414
-32.7933546192974 0.640482717771923 1.63752946520774 2.44847331360372 3.36776550803414
5.80692679603817 0.673762690004494 1.51945568548054 2.44677519409762 3.32435502754402
-6.9427362370563 0.684637958765886 1.51945568548054 2.44677519409762 3.32435502754402
-16.2476354018193 0.684637958765886 1.51945568548054 2.44677519409762 3.32435502754402
1.16119853545212 0.745663014695462 1.51945568548054 2.44677519409762 3.24245910956808
-21.1136767674373 0.745663014695462 1.51945568548054 2.44677519409762 3.24245910956808
-26.8069893806299 0.745663014695462 1.51945568548054 2.44677519409762 3.24245910956808
-7.67857554530865 0.745663014695462 1.51945568548054 2.44677519409762 3.24245910956808
-5.91599346656002 0.819276047007516 1.51945568548054 2.44677519409762 3.24245910956808
-14.784163545852 0.854983360881363 1.53268776171687 2.44677519409762 3.24245910956808
2.36774996705963 0.854983360881363 1.53268776171687 2.41276406030106 3.24858981931727
-1.17094294237087 0.854983360881363 1.54679150927899 2.3677803033662 3.24858981931727
-20.1296373615807 0.854983360881363 1.54679150927899 2.3677803033662 3.24858981931727
-6.59133378892394 0.852806631868938 1.54022754493006 2.3677803033662 3.24858981931727
8.21604699207088 0.852806631868938 1.54022754493006 2.30616464312939 3.14560097612078
-2.88843243328781 0.852806631868938 1.54022754493006 2.30616464312939 3.14560097612078
4.03617305845546 0.884730028584003 1.59806154445836 2.19631201661191 3.08231883653811
-8.32265165841858 0.983858226315528 1.59806154445836 2.19631201661191 3.08231883653811
0.104168321891214 0.983858226315528 1.59806154445836 2.19631201661191 3.0758054412334
-9.06114237440513 0.983858226315528 1.59806154445836 2.19631201661191 3.0758054412334
-4.03866143788441 0.983858226315528 1.59806154445836 2.19631201661191 3.0758054412334
-5.07668506009692 0.960940433795011 1.59806154445836 2.19631201661191 3.0758054412334
-3.10020558166446 0.960940433795011 1.59806154445836 2.19631201661191 3.04118578753263
-0.034211772414702 1.01244695882975 1.55913345574225 2.21640850056118 3.04386550991485
